tail_number,lat,lon,alt,speed,fuel,timestamp
AAX007,33.998229,-118.005353,534.5,46.601,0.818,2025-01-01T11:37:20
AAX007,33.998535,-118.003117,536.8,46.601,0.817,2025-01-01T11:37:30
AAX007,33.998841,-118.000881,539.0,46.601,0.816,2025-01-01T11:37:40
AAX007,33.999148,-117.998646,541.3,46.601,0.815,2025-01-01T11:37:50
AAX007,33.999454,-117.99641,543.5,46.601,0.814,2025-01-01T11:38:00
AAX007,33.99976,-117.994174,545.8,46.601,0.813,2025-01-01T11:38:10
AAX007,34.000066,-117.991938,548.1,46.601,0.812,2025-01-01T11:38:20
AAX007,34.000373,-117.989702,550.3,46.601,0.811,2025-01-01T11:38:30
AAX007,34.000679,-117.987466,552.6,46.601,0.81,2025-01-01T11:38:40
AAX007,34.000985,-117.98523,554.9,46.601,0.809,2025-01-01T11:38:50
AAX007,34.001292,-117.982995,557.1,46.601,0.808,2025-01-01T11:39:00
AAX007,34.001598,-117.980759,559.4,46.601,0.807,2025-01-01T11:39:10
AAX007,34.001904,-117.978523,561.6,46.601,0.806,2025-01-01T11:39:20
AAX007,34.00221,-117.976287,563.9,46.601,0.805,2025-01-01T11:39:30
AAX007,34.002517,-117.974051,566.2,46.601,0.804,2025-01-01T11:39:40
AAX007,34.002823,-117.971815,568.4,46.601,0.803,2025-01-01T11:39:50
AAX007,34.003129,-117.96958,570.7,46.601,0.802,2025-01-01T11:40:00
AAX007,34.003436,-117.967344,573.0,46.601,0.801,2025-01-01T11:40:10
AAX007,34.003742,-117.965108,575.2,46.601,0.8,2025-01-01T11:40:20
AAX007,34.004048,-117.962872,577.5,46.601,0.799,2025-01-01T11:40:30
AAX007,34.004354,-117.960636,579.7,46.601,0.798,2025-01-01T11:40:40
AAX007,34.004661,-117.9584,582.0,46.601,0.797,2025-01-01T11:40:50
AAX007,34.004967,-117.956164,584.3,46.601,0.796,2025-01-01T11:41:00
AAX007,34.005273,-117.953929,586.5,46.601,0.795,2025-01-01T11:41:10
AAX007,34.00558,-117.951693,588.8,46.601,0.794,2025-01-01T11:41:20
AAX007,34.005886,-117.949457,591.1,46.601,0.793,2025-01-01T11:41:30
AAX007,34.006192,-117.947221,593.3,46.601,0.792,2025-01-01T11:41:40
AAX007,34.006498,-117.944985,595.6,46.601,0.791,2025-01-01T11:41:50
AAX007,34.006805,-117.942749,597.8,46.601,0.79,2025-01-01T11:42:00
AAX007,34.007111,-117.940513,600.1,46.601,0.789,2025-01-01T11:42:10
AAX007,34.007417,-117.938278,602.4,46.601,0.788,2025-01-01T11:42:20
AAX007,34.007724,-117.936042,604.6,46.601,0.787,2025-01-01T11:42:30
AAX007,34.00803,-117.933806,606.9,46.601,0.786,2025-01-01T11:42:40
AAX007,34.008336,-117.93157,609.2,46.601,0.785,2025-01-01T11:42:50
AAX007,34.008642,-117.929334,611.4,46.601,0.784,2025-01-01T11:43:00
AAX007,34.008949,-117.927098,613.7,46.601,0.783,2025-01-01T11:43:10
AAX007,34.009255,-117.924863,615.9,46.601,0.782,2025-01-01T11:43:20
AAX007,34.009561,-117.922627,618.2,46.601,0.781,2025-01-01T11:43:30
AAX007,34.009868,-117.920391,620.5,46.601,0.78,2025-01-01T11:43:40
AAX007,34.010174,-117.918155,622.7,46.601,0.779,2025-01-01T11:43:50
AAX007,34.01048,-117.915919,625.0,46.601,0.778,2025-01-01T11:44:00
AAX007,34.010786,-117.913683,627.3,46.601,0.777,2025-01-01T11:44:10
AAX007,34.011093,-117.911447,629.5,46.601,0.776,2025-01-01T11:44:20
AAX007,34.011399,-117.909212,631.8,46.601,0.775,2025-01-01T11:44:30
AAX007,34.011705,-117.906976,634.0,46.601,0.774,2025-01-01T11:44:40
AAX007,34.012012,-117.90474,636.3,46.601,0.773,2025-01-01T11:44:50
AAX007,34.012318,-117.902504,638.6,46.601,0.772,2025-01-01T11:45:00
AAX007,34.012624,-117.900268,640.8,46.601,0.771,2025-01-01T11:45:10
AAX007,34.01293,-117.898032,643.1,46.601,0.77,2025-01-01T11:45:20
AAX007,34.013237,-117.895796,645.4,46.601,0.769,2025-01-01T11:45:30
AAX007,34.013543,-117.893561,647.6,46.601,0.768,2025-01-01T11:45:40
AAX007,34.013849,-117.891325,649.9,46.601,0.767,2025-01-01T11:45:50
AAX007,34.014156,-117.889089,652.1,46.601,0.766,2025-01-01T11:46:00
AAX007,34.014462,-117.886853,654.4,46.601,0.765,2025-01-01T11:46:10
AAX007,34.014768,-117.884617,656.7,46.601,0.764,2025-01-01T11:46:20
AAX007,34.015074,-117.882381,658.9,46.601,0.763,2025-01-01T11:46:30
AAX007,34.015381,-117.880146,661.2,46.601,0.762,2025-01-01T11:46:40
AAX007,34.015687,-117.87791,663.5,46.601,0.761,2025-01-01T11:46:50
AAX007,34.015993,-117.875674,665.7,46.601,0.76,2025-01-01T11:47:00
AAX007,34.0163,-117.873438,668.0,46.601,0.759,2025-01-01T11:47:10
AAX007,34.016606,-117.871202,670.2,46.601,0.758,2025-01-01T11:47:20
AAX007,34.016912,-117.868966,672.5,46.601,0.757,2025-01-01T11:47:30
AAX007,34.017218,-117.86673,674.8,46.601,0.756,2025-01-01T11:47:40
AAX007,34.017525,-117.864495,677.0,46.601,0.755,2025-01-01T11:47:50
AAX007,34.017831,-117.862259,679.3,46.601,0.754,2025-01-01T11:48:00
AAX007,34.018137,-117.860023,681.6,46.601,0.753,2025-01-01T11:48:10
AAX007,34.018444,-117.857787,683.8,46.601,0.752,2025-01-01T11:48:20
AAX007,34.01875,-117.855551,686.1,46.601,0.751,2025-01-01T11:48:30
AAX007,34.019056,-117.853315,688.3,46.601,0.75,2025-01-01T11:48:40
AAX007,34.019362,-117.851079,690.6,46.601,0.749,2025-01-01T11:48:50
AAX007,34.019669,-117.848844,692.9,46.601,0.748,2025-01-01T11:49:00
AAX007,34.019975,-117.846608,695.1,46.601,0.747,2025-01-01T11:49:10
AAX007,34.020281,-117.844372,697.4,46.601,0.746,2025-01-01T11:49:20
AAX007,34.020588,-117.842136,699.7,46.601,0.745,2025-01-01T11:49:30
AAX007,34.020894,-117.8399,701.9,46.601,0.744,2025-01-01T11:49:40
AAX007,34.0212,-117.837664,704.2,46.601,0.743,2025-01-01T11:49:50
AAX007,34.021506,-117.835429,706.4,46.601,0.742,2025-01-01T11:50:00
AAX007,34.021813,-117.833193,708.7,46.601,0.741,2025-01-01T11:50:10
AAX007,34.022119,-117.830957,711.0,46.601,0.74,2025-01-01T11:50:20
AAX007,34.022425,-117.828721,713.2,46.601,0.739,2025-01-01T11:50:30
AAX007,34.022732,-117.826485,715.5,46.601,0.738,2025-01-01T11:50:40
AAX007,34.023038,-117.824249,717.8,46.601,0.737,2025-01-01T11:50:50
AAX007,34.023344,-117.822013,720.0,46.601,0.736,2025-01-01T11:51:00
AAX007,34.02365,-117.819778,722.3,46.601,0.735,2025-01-01T11:51:10
AAX007,34.023957,-117.817542,724.5,46.601,0.734,2025-01-01T11:51:20
AAX007,34.024263,-117.815306,726.8,46.601,0.733,2025-01-01T11:51:30
AAX007,34.024569,-117.81307,729.1,46.601,0.732,2025-01-01T11:51:40
AAX007,34.024876,-117.810834,731.3,46.601,0.731,2025-01-01T11:51:50
AAX007,34.025182,-117.808598,733.6,46.601,0.73,2025-01-01T11:52:00
AAX007,34.025488,-117.806362,735.9,46.601,0.729,2025-01-01T11:52:10
AAX007,34.025794,-117.804127,738.1,46.601,0.728,2025-01-01T11:52:20
AAX007,34.026101,-117.801891,740.4,46.601,0.727,2025-01-01T11:52:30
AAX007,34.026407,-117.799655,742.6,46.601,0.726,2025-01-01T11:52:40
AAX007,34.026713,-117.797419,744.9,46.601,0.725,2025-01-01T11:52:50
AAX007,34.02702,-117.795183,747.2,46.601,0.724,2025-01-01T11:53:00
AAX007,34.027326,-117.792947,749.4,46.601,0.723,2025-01-01T11:53:10
AAX007,34.027632,-117.790712,751.7,46.601,0.722,2025-01-01T11:53:20
AAX007,34.027938,-117.788476,754.0,46.601,0.721,2025-01-01T11:53:30
AAX007,34.028245,-117.78624,756.2,46.601,0.72,2025-01-01T11:53:40
AAX007,34.028551,-117.784004,758.5,46.601,0.719,2025-01-01T11:53:50
AAX007,34.028857,-117.781768,760.7,46.601,0.718,2025-01-01T11:54:00
AAX007,34.029164,-117.779532,763.0,46.601,0.717,2025-01-01T11:54:10
AAX007,34.02947,-117.777296,765.3,46.601,0.716,2025-01-01T11:54:20
AAX007,34.029776,-117.775061,767.5,46.601,0.715,2025-01-01T11:54:30
AAX007,34.030082,-117.772825,769.8,46.601,0.714,2025-01-01T11:54:40
AAX007,34.030389,-117.770589,772.1,46.601,0.713,2025-01-01T11:54:50
AAX007,34.030695,-117.768353,774.3,46.601,0.712,2025-01-01T11:55:00
AAX007,34.031001,-117.766117,776.6,46.601,0.711,2025-01-01T11:55:10
AAX007,34.031308,-117.763881,778.8,46.601,0.71,2025-01-01T11:55:20
AAX007,34.031614,-117.761645,781.1,46.601,0.709,2025-01-01T11:55:30
AAX007,34.03192,-117.75941,783.4,46.601,0.708,2025-01-01T11:55:40
AAX007,34.032226,-117.757174,785.6,46.601,0.707,2025-01-01T11:55:50
AAX007,34.032533,-117.754938,787.9,46.601,0.706,2025-01-01T11:56:00
AAX007,34.032839,-117.752702,790.2,46.601,0.705,2025-01-01T11:56:10
AAX007,34.033145,-117.750466,792.4,46.601,0.704,2025-01-01T11:56:20
AAX007,34.033452,-117.74823,794.7,46.601,0.703,2025-01-01T11:56:30
AAX007,34.033758,-117.745995,796.9,46.601,0.702,2025-01-01T11:56:40
AAX007,34.034064,-117.743759,799.2,46.601,0.701,2025-01-01T11:56:50
AAX007,34.03437,-117.741523,801.5,46.601,0.7,2025-01-01T11:57:00
AAX007,34.034677,-117.739287,803.7,46.601,0.699,2025-01-01T11:57:10
AAX007,34.034983,-117.737051,806.0,46.601,0.698,2025-01-01T11:57:20
AAX007,34.035289,-117.734815,808.3,46.601,0.697,2025-01-01T11:57:30
AAX007,34.035596,-117.732579,810.5,46.601,0.696,2025-01-01T11:57:40
AAX007,34.035902,-117.730344,812.8,46.601,0.695,2025-01-01T11:57:50
AAX007,34.036208,-117.728108,815.0,46.601,0.694,2025-01-01T11:58:00
AAX007,34.036514,-117.725872,817.3,46.601,0.693,2025-01-01T11:58:10
AAX007,34.036821,-117.723636,819.6,46.601,0.692,2025-01-01T11:58:20
AAX007,34.037127,-117.7214,821.8,46.601,0.691,2025-01-01T11:58:30
AAX007,34.037433,-117.719164,824.1,46.601,0.69,2025-01-01T11:58:40
AAX007,34.03774,-117.716928,826.4,46.601,0.689,2025-01-01T11:58:50
AAX007,34.038046,-117.714693,828.6,46.601,0.688,2025-01-01T11:59:00
AAX007,34.038352,-117.712457,830.9,46.601,0.687,2025-01-01T11:59:10
AAX007,34.038658,-117.710221,833.1,46.601,0.686,2025-01-01T11:59:20
AAX007,34.038965,-117.707985,835.4,46.601,0.685,2025-01-01T11:59:30
AAX007,34.039271,-117.705749,837.7,46.601,0.684,2025-01-01T11:59:40
AAX007,34.039577,-117.703513,839.9,46.601,0.683,2025-01-01T11:59:50
AAX007,34.039884,-117.701278,842.2,46.601,0.682,2025-01-01T12:00:00
AAX007,34.04019,-117.699042,844.5,46.601,0.681,2025-01-01T12:00:10
AAX007,34.040496,-117.696806,846.7,46.601,0.68,2025-01-01T12:00:20
AAX007,34.040802,-117.69457,849.0,46.601,0.679,2025-01-01T12:00:30
AAX007,34.041109,-117.692334,851.2,46.601,0.678,2025-01-01T12:00:40
AAX007,34.041415,-117.690098,853.5,46.601,0.677,2025-01-01T12:00:50
AAX007,34.041721,-117.687862,855.8,46.601,0.676,2025-01-01T12:01:00
AAX007,34.042028,-117.685627,858.0,46.601,0.675,2025-01-01T12:01:10
AAX007,34.042334,-117.683391,860.3,46.601,0.674,2025-01-01T12:01:20
AAX007,34.04264,-117.681155,862.6,46.601,0.673,2025-01-01T12:01:30
AAX007,34.042946,-117.678919,864.8,46.601,0.672,2025-01-01T12:01:40
AAX007,34.043253,-117.676683,867.1,46.601,0.671,2025-01-01T12:01:50
AAX007,34.043559,-117.674447,869.3,46.601,0.67,2025-01-01T12:02:00
AAX007,34.043865,-117.672211,871.6,46.601,0.669,2025-01-01T12:02:10
AAX007,34.044172,-117.669976,873.9,46.601,0.668,2025-01-01T12:02:20
AAX007,34.044478,-117.66774,876.1,46.601,0.667,2025-01-01T12:02:30
AAX007,34.044784,-117.665504,878.4,46.601,0.666,2025-01-01T12:02:40
AAX007,34.04509,-117.663268,880.7,46.601,0.665,2025-01-01T12:02:50
AAX007,34.045397,-117.661032,882.9,46.601,0.664,2025-01-01T12:03:00
AAX007,34.045703,-117.658796,885.2,46.601,0.663,2025-01-01T12:03:10
AAX007,34.046009,-117.656561,887.4,46.601,0.662,2025-01-01T12:03:20
AAX007,34.046316,-117.654325,889.7,46.601,0.661,2025-01-01T12:03:30
AAX007,34.046622,-117.652089,892.0,46.601,0.66,2025-01-01T12:03:40
AAX007,34.046928,-117.649853,894.2,46.601,0.659,2025-01-01T12:03:50
AAX007,34.047234,-117.647617,896.5,46.601,0.658,2025-01-01T12:04:00
AAX007,34.047541,-117.645381,898.8,46.601,0.657,2025-01-01T12:04:10
AAX007,34.047847,-117.643145,901.0,46.601,0.656,2025-01-01T12:04:20
AAX007,34.048153,-117.64091,903.3,46.601,0.655,2025-01-01T12:04:30
AAX007,34.04846,-117.638674,905.5,46.601,0.654,2025-01-01T12:04:40
AAX007,34.048766,-117.636438,907.8,46.601,0.653,2025-01-01T12:04:50
AAX007,34.049072,-117.634202,910.1,46.601,0.652,2025-01-01T12:05:00
AAX007,34.049378,-117.631966,912.3,46.601,0.651,2025-01-01T12:05:10
AAX007,34.049685,-117.62973,914.6,46.601,0.65,2025-01-01T12:05:20
AAX007,34.049991,-117.627494,916.9,46.601,0.649,2025-01-01T12:05:30
AAX007,34.050297,-117.625259,919.1,46.601,0.648,2025-01-01T12:05:40
AAX007,34.050604,-117.623023,921.4,46.601,0.647,2025-01-01T12:05:50
AAX007,34.05091,-117.620787,923.6,46.601,0.646,2025-01-01T12:06:00
AAX007,34.051216,-117.618551,925.9,46.601,0.645,2025-01-01T12:06:10
AAX007,34.051522,-117.616315,928.2,46.601,0.644,2025-01-01T12:06:20
AAX007,34.051829,-117.614079,930.4,46.601,0.643,2025-01-01T12:06:30
AAX007,34.052135,-117.611844,932.7,46.601,0.642,2025-01-01T12:06:40
AAX007,34.052441,-117.609608,935.0,46.601,0.641,2025-01-01T12:06:50
AAX007,34.052748,-117.607372,937.2,46.601,0.64,2025-01-01T12:07:00
AAX007,34.053054,-117.605136,939.5,46.601,0.639,2025-01-01T12:07:10
AAX007,34.05336,-117.6029,941.7,46.601,0.638,2025-01-01T12:07:20
AAX007,34.053666,-117.600664,944.0,46.601,0.637,2025-01-01T12:07:30
AAY002,33.942791,-118.410042,125.0,148.548,0.999,2025-01-01T10:31:51
AAY002,33.943781,-118.402815,132.3,148.548,0.998,2025-01-01T10:32:01
AAY002,33.944771,-118.395589,139.6,148.548,0.997,2025-01-01T10:32:11
AAY002,33.945761,-118.388362,146.9,148.548,0.996,2025-01-01T10:32:21
AAY002,33.946751,-118.381136,154.2,148.548,0.995,2025-01-01T10:32:31
AAY002,33.947741,-118.373909,161.6,148.548,0.994,2025-01-01T10:32:41
AAY002,33.948731,-118.366682,168.9,148.548,0.993,2025-01-01T10:32:51
AAY002,33.949721,-118.359456,176.2,148.548,0.992,2025-01-01T10:33:01
AAY002,33.950711,-118.352229,183.5,148.548,0.991,2025-01-01T10:33:11
AAY002,33.951701,-118.345003,190.8,148.548,0.99,2025-01-01T10:33:21
AAY002,33.952691,-118.337776,198.1,148.548,0.989,2025-01-01T10:33:31
AAY002,33.953681,-118.33055,205.4,148.548,0.988,2025-01-01T10:33:41
AAY002,33.954671,-118.323323,212.8,148.548,0.987,2025-01-01T10:33:51
AAY002,33.95566,-118.316096,220.1,148.548,0.986,2025-01-01T10:34:01
AAY002,33.95665,-118.30887,227.4,148.548,0.985,2025-01-01T10:34:11
AAY002,33.95764,-118.301643,234.7,148.548,0.984,2025-01-01T10:34:21
AAY002,33.95863,-118.294417,242.0,148.548,0.983,2025-01-01T10:34:31
AAY002,33.95962,-118.28719,249.3,148.548,0.982,2025-01-01T10:34:41
AAY002,33.96061,-118.279963,256.6,148.548,0.981,2025-01-01T10:34:51
AAY002,33.9616,-118.272737,263.9,148.548,0.98,2025-01-01T10:35:01
AAY002,33.96259,-118.26551,271.2,148.548,0.979,2025-01-01T10:35:11
AAY002,33.96358,-118.258284,278.6,148.548,0.978,2025-01-01T10:35:21
AAY002,33.96457,-118.251057,285.9,148.548,0.977,2025-01-01T10:35:31
AAY002,33.96556,-118.243831,293.2,148.548,0.976,2025-01-01T10:35:41
AAY002,33.96655,-118.236604,300.5,148.548,0.975,2025-01-01T10:35:51
AAY002,33.96754,-118.229377,307.8,148.548,0.974,2025-01-01T10:36:01
AAY002,33.96853,-118.222151,315.1,148.548,0.973,2025-01-01T10:36:11
AAY002,33.96952,-118.214924,322.4,148.548,0.972,2025-01-01T10:36:21
AAY002,33.97051,-118.207698,329.8,148.548,0.971,2025-01-01T10:36:31
AAY002,33.9715,-118.200471,337.1,148.548,0.97,2025-01-01T10:36:41
AAY002,33.97249,-118.193244,344.4,148.548,0.969,2025-01-01T10:36:51
AAY002,33.97348,-118.186018,351.7,148.548,0.968,2025-01-01T10:37:01
AAY002,33.97447,-118.178791,359.0,148.548,0.967,2025-01-01T10:37:11
AAY002,33.97546,-118.171565,366.3,148.548,0.966,2025-01-01T10:37:21
AAY002,33.97645,-118.164338,373.6,148.548,0.965,2025-01-01T10:37:31
AAY002,33.97744,-118.157111,380.9,148.548,0.964,2025-01-01T10:37:41
AAY002,33.97843,-118.149885,388.2,148.548,0.963,2025-01-01T10:37:51
AAY002,33.979419,-118.142658,395.6,148.548,0.962,2025-01-01T10:38:01
AAY002,33.980409,-118.135432,402.9,148.548,0.961,2025-01-01T10:38:11
AAY002,33.981399,-118.128205,410.2,148.548,0.96,2025-01-01T10:38:21
AAY002,33.982389,-118.120979,417.5,148.548,0.959,2025-01-01T10:38:31
AAY002,33.983379,-118.113752,424.8,148.548,0.958,2025-01-01T10:38:41
AAY002,33.984369,-118.106525,432.1,148.548,0.957,2025-01-01T10:38:51
AAY002,33.985359,-118.099299,439.4,148.548,0.956,2025-01-01T10:39:01
AAY002,33.986349,-118.092072,446.8,148.548,0.955,2025-01-01T10:39:11
AAY002,33.987339,-118.084846,454.1,148.548,0.954,2025-01-01T10:39:21
AAY002,33.988329,-118.077619,461.4,148.548,0.953,2025-01-01T10:39:31
AAY002,33.989319,-118.070392,468.7,148.548,0.952,2025-01-01T10:39:41
AAY002,33.990309,-118.063166,476.0,148.548,0.951,2025-01-01T10:39:51
AAY002,33.991299,-118.055939,483.3,148.548,0.95,2025-01-01T10:40:01
AAY002,33.992289,-118.048713,490.6,148.548,0.949,2025-01-01T10:40:11
AAY002,33.993279,-118.041486,497.9,148.548,0.948,2025-01-01T10:40:21
AAY002,33.994269,-118.034259,505.2,148.548,0.947,2025-01-01T10:40:31
AAY002,33.995259,-118.027033,512.6,148.548,0.946,2025-01-01T10:40:41
AAY002,33.996249,-118.019806,519.9,148.548,0.945,2025-01-01T10:40:51
AAY002,33.997239,-118.01258,527.2,148.548,0.944,2025-01-01T10:41:01
AAY002,33.998229,-118.005353,534.5,148.548,0.943,2025-01-01T10:41:11
AAY002,33.999219,-117.998127,541.8,148.548,0.942,2025-01-01T10:41:21
AAY002,34.000209,-117.9909,549.1,148.548,0.941,2025-01-01T10:41:31
AAY002,34.001199,-117.983673,556.4,148.548,0.94,2025-01-01T10:41:41
AAY002,34.002189,-117.976447,563.8,148.548,0.939,2025-01-01T10:41:51
AAY002,34.003179,-117.96922,571.1,148.548,0.938,2025-01-01T10:42:01
AAY002,34.004168,-117.961994,578.4,148.548,0.937,2025-01-01T10:42:11
AAY002,34.005158,-117.954767,585.7,148.548,0.936,2025-01-01T10:42:21
AAY002,34.006148,-117.94754,593.0,148.548,0.935,2025-01-01T10:42:31
AAY002,34.007138,-117.940314,600.3,148.548,0.934,2025-01-01T10:42:41
AAY002,34.008128,-117.933087,607.6,148.548,0.933,2025-01-01T10:42:51
AAY002,34.009118,-117.925861,614.9,148.548,0.932,2025-01-01T10:43:01
AAY002,34.010108,-117.918634,622.2,148.548,0.931,2025-01-01T10:43:11
AAY002,34.011098,-117.911408,629.6,148.548,0.93,2025-01-01T10:43:21
AAY002,34.012088,-117.904181,636.9,148.548,0.929,2025-01-01T10:43:31
AAY002,34.013078,-117.896954,644.2,148.548,0.928,2025-01-01T10:43:41
AAY002,34.014068,-117.889728,651.5,148.548,0.927,2025-01-01T10:43:51
AAY002,34.015058,-117.882501,658.8,148.548,0.926,2025-01-01T10:44:01
AAY002,34.016048,-117.875275,666.1,148.548,0.925,2025-01-01T10:44:11
AAY002,34.017038,-117.868048,673.4,148.548,0.924,2025-01-01T10:44:21
AAY002,34.018028,-117.860821,680.8,148.548,0.923,2025-01-01T10:44:31
AAY002,34.019018,-117.853595,688.1,148.548,0.922,2025-01-01T10:44:41
AAY002,34.020008,-117.846368,695.4,148.548,0.921,2025-01-01T10:44:51
AAY002,34.020998,-117.839142,702.7,148.548,0.92,2025-01-01T10:45:01
AAY002,34.021988,-117.831915,710.0,148.548,0.919,2025-01-01T10:45:11
AAY002,34.022978,-117.824688,717.3,148.548,0.918,2025-01-01T10:45:21
AAY002,34.023968,-117.817462,724.6,148.548,0.917,2025-01-01T10:45:31
AAY002,34.024958,-117.810235,731.9,148.548,0.916,2025-01-01T10:45:41
AAY002,34.025948,-117.803009,739.2,148.548,0.915,2025-01-01T10:45:51
AAY002,34.026938,-117.795782,746.6,148.548,0.914,2025-01-01T10:46:01
AAY002,34.027928,-117.788556,753.9,148.548,0.913,2025-01-01T10:46:11
AAY002,34.028917,-117.781329,761.2,148.548,0.912,2025-01-01T10:46:21
AAY002,34.029907,-117.774102,768.5,148.548,0.911,2025-01-01T10:46:31
AAY002,34.030897,-117.766876,775.8,148.548,0.91,2025-01-01T10:46:41
AAY002,34.031887,-117.759649,783.1,148.548,0.909,2025-01-01T10:46:51
AAY002,34.032877,-117.752423,790.4,148.548,0.908,2025-01-01T10:47:01
AAY002,34.033867,-117.745196,797.8,148.548,0.907,2025-01-01T10:47:11
AAY002,34.034857,-117.737969,805.1,148.548,0.906,2025-01-01T10:47:21
AAY002,34.035847,-117.730743,812.4,148.548,0.905,2025-01-01T10:47:31
AAY002,34.036837,-117.723516,819.7,148.548,0.904,2025-01-01T10:47:41
AAY002,34.037827,-117.71629,827.0,148.548,0.903,2025-01-01T10:47:51
AAY002,34.038817,-117.709063,834.3,148.548,0.902,2025-01-01T10:48:01
AAY002,34.039807,-117.701836,841.6,148.548,0.901,2025-01-01T10:48:11
AAY002,34.040797,-117.69461,848.9,148.548,0.9,2025-01-01T10:48:21
AAY002,34.041787,-117.687383,856.2,148.548,0.899,2025-01-01T10:48:31
AAY002,34.042777,-117.680157,863.6,148.548,0.898,2025-01-01T10:48:41
AAY002,34.043767,-117.67293,870.9,148.548,0.897,2025-01-01T10:48:51
AAY002,34.044757,-117.665704,878.2,148.548,0.896,2025-01-01T10:49:01
AAY002,34.045747,-117.658477,885.5,148.548,0.895,2025-01-01T10:49:11
AAY002,34.046737,-117.65125,892.8,148.548,0.894,2025-01-01T10:49:21
AAY002,34.047727,-117.644024,900.1,148.548,0.893,2025-01-01T10:49:31
AAY002,34.048717,-117.636797,907.4,148.548,0.892,2025-01-01T10:49:41
AAY002,34.049707,-117.629571,914.8,148.548,0.891,2025-01-01T10:49:51
AAY002,34.050697,-117.622344,922.1,148.548,0.89,2025-01-01T10:50:01
AAY002,34.051687,-117.615117,929.4,148.548,0.889,2025-01-01T10:50:11
AAY002,34.052676,-117.607891,936.7,148.548,0.888,2025-01-01T10:50:21
AAY002,34.053666,-117.600664,944.0,148.548,0.887,2025-01-01T10:50:31
AAY007,33.942791,-118.410042,125.0,149.226,0.999,2025-01-01T10:28:49
AAY007,33.943781,-118.402815,132.3,149.226,0.998,2025-01-01T10:28:59
AAY007,33.944771,-118.395589,139.6,149.226,0.997,2025-01-01T10:29:09
AAY007,33.945761,-118.388362,146.9,149.226,0.996,2025-01-01T10:29:19
AAY007,33.946751,-118.381136,154.2,149.226,0.995,2025-01-01T10:29:29
AAY007,33.947741,-118.373909,161.6,149.226,0.994,2025-01-01T10:29:39
AAY007,33.948731,-118.366682,168.9,149.226,0.993,2025-01-01T10:29:49
AAY007,33.949721,-118.359456,176.2,149.226,0.992,2025-01-01T10:29:59
AAY007,33.950711,-118.352229,183.5,149.226,0.991,2025-01-01T10:30:09
AAY007,33.951701,-118.345003,190.8,149.226,0.99,2025-01-01T10:30:19
AAY007,33.952691,-118.337776,198.1,149.226,0.989,2025-01-01T10:30:29
AAY007,33.953681,-118.33055,205.4,149.226,0.988,2025-01-01T10:30:39
AAY007,33.954671,-118.323323,212.8,149.226,0.987,2025-01-01T10:30:49
AAY007,33.95566,-118.316096,220.1,149.226,0.986,2025-01-01T10:30:59
AAY007,33.95665,-118.30887,227.4,149.226,0.985,2025-01-01T10:31:09
AAY007,33.95764,-118.301643,234.7,149.226,0.984,2025-01-01T10:31:19
AAY007,33.95863,-118.294417,242.0,149.226,0.983,2025-01-01T10:31:29
AAY007,33.95962,-118.28719,249.3,149.226,0.982,2025-01-01T10:31:39
AAY007,33.96061,-118.279963,256.6,149.226,0.981,2025-01-01T10:31:49
AAY007,33.9616,-118.272737,263.9,149.226,0.98,2025-01-01T10:31:59
AAY007,33.96259,-118.26551,271.2,149.226,0.979,2025-01-01T10:32:09
AAY007,33.96358,-118.258284,278.6,149.226,0.978,2025-01-01T10:32:19
AAY007,33.96457,-118.251057,285.9,149.226,0.977,2025-01-01T10:32:29
AAY007,33.96556,-118.243831,293.2,149.226,0.976,2025-01-01T10:32:39
AAY007,33.96655,-118.236604,300.5,149.226,0.975,2025-01-01T10:32:49
AAY007,33.96754,-118.229377,307.8,149.226,0.974,2025-01-01T10:32:59
AAY007,33.96853,-118.222151,315.1,149.226,0.973,2025-01-01T10:33:09
AAY007,33.96952,-118.214924,322.4,149.226,0.972,2025-01-01T10:33:19
AAY007,33.97051,-118.207698,329.8,149.226,0.971,2025-01-01T10:33:29
AAY007,33.9715,-118.200471,337.1,149.226,0.97,2025-01-01T10:33:39
AAY007,33.97249,-118.193244,344.4,149.226,0.969,2025-01-01T10:33:49
AAY007,33.97348,-118.186018,351.7,149.226,0.968,2025-01-01T10:33:59
AAY007,33.97447,-118.178791,359.0,149.226,0.967,2025-01-01T10:34:09
AAY007,33.97546,-118.171565,366.3,149.226,0.966,2025-01-01T10:34:19
AAY007,33.97645,-118.164338,373.6,149.226,0.965,2025-01-01T10:34:29
AAY007,33.97744,-118.157111,380.9,149.226,0.964,2025-01-01T10:34:39
AAY007,33.97843,-118.149885,388.2,149.226,0.963,2025-01-01T10:34:49
AAY007,33.979419,-118.142658,395.6,149.226,0.962,2025-01-01T10:34:59
AAY007,33.980409,-118.135432,402.9,149.226,0.961,2025-01-01T10:35:09
AAY007,33.981399,-118.128205,410.2,149.226,0.96,2025-01-01T10:35:19
AAY007,33.982389,-118.120979,417.5,149.226,0.959,2025-01-01T10:35:29
AAY007,33.983379,-118.113752,424.8,149.226,0.958,2025-01-01T10:35:39
AAY007,33.984369,-118.106525,432.1,149.226,0.957,2025-01-01T10:35:49
AAY007,33.985359,-118.099299,439.4,149.226,0.956,2025-01-01T10:35:59
AAY007,33.986349,-118.092072,446.8,149.226,0.955,2025-01-01T10:36:09
