tail_number,lat,lon,alt,timestamp
AAX007,34.049269,-117.632764,911.5,2025-01-01T11:46:19
AAX007,34.049583,-117.630471,913.8,2025-01-01T11:46:29
AAX007,34.049897,-117.628179,916.2,2025-01-01T11:46:39
AAX007,34.050211,-117.625886,918.5,2025-01-01T11:46:49
AAX007,34.050526,-117.623593,920.8,2025-01-01T11:46:59
AAX007,34.05084,-117.6213,923.1,2025-01-01T11:47:09
AAX007,34.051154,-117.619007,925.4,2025-01-01T11:47:19
AAX007,34.051468,-117.616714,927.8,2025-01-01T11:47:29
AAX007,34.051782,-117.614421,930.1,2025-01-01T11:47:39
AAX007,34.052096,-117.612129,932.4,2025-01-01T11:47:49
AAX007,34.05241,-117.609836,934.7,2025-01-01T11:47:59
AAX007,34.052724,-117.607543,937.0,2025-01-01T11:48:09
AAX007,34.053038,-117.60525,939.4,2025-01-01T11:48:19
AAX007,34.053352,-117.602957,941.7,2025-01-01T11:48:29
AAX007,34.053666,-117.600664,944.0,2025-01-01T11:48:39
AAY002,33.942791,-118.410042,125.0,2025-01-01T11:30:41
AAY002,33.943692,-118.403462,131.7,2025-01-01T11:30:51
AAY002,33.944594,-118.396881,138.3,2025-01-01T11:31:01
AAY002,33.945495,-118.390301,145.0,2025-01-01T11:31:11
AAY002,33.946397,-118.383721,151.6,2025-01-01T11:31:21
AAY002,33.947298,-118.37714,158.3,2025-01-01T11:31:31
AAY002,33.9482,-118.37056,165.0,2025-01-01T11:31:41
AAY002,33.949101,-118.36398,171.6,2025-01-01T11:31:51
AAY002,33.950002,-118.3574,178.3,2025-01-01T11:32:01
AAY002,33.950904,-118.350819,184.9,2025-01-01T11:32:11
AAY002,33.951805,-118.344239,191.6,2025-01-01T11:32:21
AAY002,33.952707,-118.337659,198.2,2025-01-01T11:32:31
AAY002,33.953608,-118.331078,204.9,2025-01-01T11:32:41
AAY002,33.95451,-118.324498,211.6,2025-01-01T11:32:51
AAY002,33.955411,-118.317918,218.2,2025-01-01T11:33:01
AAY002,33.956312,-118.311337,224.9,2025-01-01T11:33:11
AAY002,33.957214,-118.304757,231.5,2025-01-01T11:33:21
AAY002,33.958115,-118.298177,238.2,2025-01-01T11:33:31
AAY002,33.959017,-118.291596,244.9,2025-01-01T11:33:41
AAY002,33.959918,-118.285016,251.5,2025-01-01T11:33:51
AAY002,33.96082,-118.278436,258.2,2025-01-01T11:34:01
AAY002,33.961721,-118.271856,264.8,2025-01-01T11:34:11
AAY002,33.962622,-118.265275,271.5,2025-01-01T11:34:21
AAY002,33.963524,-118.258695,278.1,2025-01-01T11:34:31
AAY002,33.964425,-118.252115,284.8,2025-01-01T11:34:41
AAY002,33.965327,-118.245534,291.5,2025-01-01T11:34:51
AAY002,33.966228,-118.238954,298.1,2025-01-01T11:35:01
AAY002,33.96713,-118.232374,304.8,2025-01-01T11:35:11
AAY002,33.968031,-118.225793,311.4,2025-01-01T11:35:21
AAY002,33.968932,-118.219213,318.1,2025-01-01T11:35:31
AAY002,33.969834,-118.212633,324.8,2025-01-01T11:35:41
AAY002,33.970735,-118.206052,331.4,2025-01-01T11:35:51
AAY002,33.971637,-118.199472,338.1,2025-01-01T11:36:01
AAY002,33.972538,-118.192892,344.7,2025-01-01T11:36:11
AAY002,33.973439,-118.186312,351.4,2025-01-01T11:36:21
AAY002,33.974341,-118.179731,358.0,2025-01-01T11:36:31
AAY002,33.975242,-118.173151,364.7,2025-01-01T11:36:41
AAY002,33.976144,-118.166571,371.4,2025-01-01T11:36:51
AAY002,33.977045,-118.15999,378.0,2025-01-01T11:37:01
AAY002,33.977947,-118.15341,384.7,2025-01-01T11:37:11
AAY002,33.978848,-118.14683,391.3,2025-01-01T11:37:21
AAY002,33.979749,-118.140249,398.0,2025-01-01T11:37:31
AAY002,33.980651,-118.133669,404.7,2025-01-01T11:37:41
AAY002,33.981552,-118.127089,411.3,2025-01-01T11:37:51
AAY002,33.982454,-118.120509,418.0,2025-01-01T11:38:01
AAY002,33.983355,-118.113928,424.6,2025-01-01T11:38:11
AAY002,33.984257,-118.107348,431.3,2025-01-01T11:38:21
AAY002,33.985158,-118.100768,438.0,2025-01-01T11:38:31
AAY002,33.986059,-118.094187,444.6,2025-01-01T11:38:41
AAY002,33.986961,-118.087607,451.3,2025-01-01T11:38:51
AAY002,33.987862,-118.081027,457.9,2025-01-01T11:39:01
AAY002,33.988764,-118.074446,464.6,2025-01-01T11:39:11
AAY002,33.989665,-118.067866,471.2,2025-01-01T11:39:21
AAY002,33.990567,-118.061286,477.9,2025-01-01T11:39:31
AAY002,33.991468,-118.054705,484.6,2025-01-01T11:39:41
AAY002,33.992369,-118.048125,491.2,2025-01-01T11:39:51
AAY002,33.993271,-118.041545,497.9,2025-01-01T11:40:01
AAY002,33.994172,-118.034965,504.5,2025-01-01T11:40:11
AAY002,33.995074,-118.028384,511.2,2025-01-01T11:40:21
AAY002,33.995975,-118.021804,517.9,2025-01-01T11:40:31
AAY002,33.996877,-118.015224,524.5,2025-01-01T11:40:41
AAY002,33.997778,-118.008643,531.2,2025-01-01T11:40:51
AAY002,33.998679,-118.002063,537.8,2025-01-01T11:41:01
AAY002,33.999581,-117.995483,544.5,2025-01-01T11:41:11
AAY002,34.000482,-117.988902,551.1,2025-01-01T11:41:21
AAY002,34.001384,-117.982322,557.8,2025-01-01T11:41:31
AAY002,34.002285,-117.975742,564.5,2025-01-01T11:41:41
AAY002,34.003187,-117.969161,571.1,2025-01-01T11:41:51
AAY002,34.004088,-117.962581,577.8,2025-01-01T11:42:01
AAY002,34.004989,-117.956001,584.4,2025-01-01T11:42:11
AAY002,34.005891,-117.949421,591.1,2025-01-01T11:42:21
AAY002,34.006792,-117.94284,597.8,2025-01-01T11:42:31
AAY002,34.007694,-117.93626,604.4,2025-01-01T11:42:41
AAY002,34.008595,-117.92968,611.1,2025-01-01T11:42:51
AAY002,34.009497,-117.923099,617.7,2025-01-01T11:43:01
AAY002,34.010398,-117.916519,624.4,2025-01-01T11:43:11
AAY002,34.011299,-117.909939,631.0,2025-01-01T11:43:21
AAY002,34.012201,-117.903358,637.7,2025-01-01T11:43:31
AAY002,34.013102,-117.896778,644.4,2025-01-01T11:43:41
AAY002,34.014004,-117.890198,651.0,2025-01-01T11:43:51
AAY002,34.014905,-117.883617,657.7,2025-01-01T11:44:01
AAY002,34.015807,-117.877037,664.3,2025-01-01T11:44:11
AAY002,34.016708,-117.870457,671.0,2025-01-01T11:44:21
AAY002,34.017609,-117.863877,677.7,2025-01-01T11:44:31
AAY002,34.018511,-117.857296,684.3,2025-01-01T11:44:41
AAY002,34.019412,-117.850716,691.0,2025-01-01T11:44:51
AAY002,34.020314,-117.844136,697.6,2025-01-01T11:45:01
AAY002,34.021215,-117.837555,704.3,2025-01-01T11:45:11
AAY002,34.022117,-117.830975,711.0,2025-01-01T11:45:21
AAY002,34.023018,-117.824395,717.6,2025-01-01T11:45:31
AAY002,34.023919,-117.817814,724.3,2025-01-01T11:45:41
AAY002,34.024821,-117.811234,730.9,2025-01-01T11:45:51
AAY002,34.025722,-117.804654,737.6,2025-01-01T11:46:01
AAY002,34.026624,-117.798073,744.2,2025-01-01T11:46:11
AAY002,34.027525,-117.791493,750.9,2025-01-01T11:46:21
AAY002,34.028427,-117.784913,757.6,2025-01-01T11:46:31
AAY002,34.029328,-117.778333,764.2,2025-01-01T11:46:41
AAY002,34.030229,-117.771752,770.9,2025-01-01T11:46:51
AAY002,34.031131,-117.765172,777.5,2025-01-01T11:47:01
AAY002,34.032032,-117.758592,784.2,2025-01-01T11:47:11
AAY002,34.032934,-117.752011,790.9,2025-01-01T11:47:21
AAY002,34.033835,-117.745431,797.5,2025-01-01T11:47:31
AAY002,34.034736,-117.738851,804.2,2025-01-01T11:47:41
AAY002,34.035638,-117.73227,810.8,2025-01-01T11:47:51
AAY002,34.036539,-117.72569,817.5,2025-01-01T11:48:01
AAY002,34.037441,-117.71911,824.1,2025-01-01T11:48:11
AAY002,34.038342,-117.712529,830.8,2025-01-01T11:48:21
AAY002,34.039244,-117.705949,837.5,2025-01-01T11:48:31
AAY002,34.040145,-117.699369,844.1,2025-01-01T11:48:41
AAY002,34.041046,-117.692789,850.8,2025-01-01T11:48:51
AAY002,34.041948,-117.686208,857.4,2025-01-01T11:49:01
AAY002,34.042849,-117.679628,864.1,2025-01-01T11:49:11
AAY002,34.043751,-117.673048,870.8,2025-01-01T11:49:21
AAY002,34.044652,-117.666467,877.4,2025-01-01T11:49:31
AAY002,34.045554,-117.659887,884.1,2025-01-01T11:49:41
AAY002,34.046455,-117.653307,890.7,2025-01-01T11:49:51
AAY002,34.047356,-117.646726,897.4,2025-01-01T11:50:01
AAY002,34.048258,-117.640146,904.0,2025-01-01T11:50:11
AAY002,34.049159,-117.633566,910.7,2025-01-01T11:50:21
AAY002,34.050061,-117.626985,917.4,2025-01-01T11:50:31
AAY002,34.050962,-117.620405,924.0,2025-01-01T11:50:41
AAY002,34.051864,-117.613825,930.7,2025-01-01T11:50:51
AAY002,34.052765,-117.607245,937.3,2025-01-01T11:51:01
AAY002,34.053666,-117.600664,944.0,2025-01-01T11:51:11
AAY007,33.942791,-118.410042,125.0,2025-01-01T11:35:10
AAY007,33.943747,-118.403065,132.1,2025-01-01T11:35:20
AAY007,33.944703,-118.396087,139.1,2025-01-01T11:35:30
AAY007,33.945658,-118.38911,146.2,2025-01-01T11:35:40
AAY007,33.946614,-118.382132,153.2,2025-01-01T11:35:50
AAY007,33.94757,-118.375155,160.3,2025-01-01T11:36:00
AAY007,33.948526,-118.368178,167.4,2025-01-01T11:36:10
AAY007,33.949482,-118.3612,174.4,2025-01-01T11:36:20
AAY007,33.950438,-118.354223,181.5,2025-01-01T11:36:30
AAY007,33.951393,-118.347245,188.5,2025-01-01T11:36:40
AAY007,33.952349,-118.340268,195.6,2025-01-01T11:36:50
AAY007,33.953305,-118.333291,202.7,2025-01-01T11:37:00
AAY007,33.954261,-118.326313,209.7,2025-01-01T11:37:10
AAY007,33.955217,-118.319336,216.8,2025-01-01T11:37:20
AAY007,33.956173,-118.312358,223.8,2025-01-01T11:37:30
AAY007,33.957128,-118.305381,230.9,2025-01-01T11:37:40
AAY007,33.958084,-118.298404,238.0,2025-01-01T11:37:50
AAY007,33.95904,-118.291426,245.0,2025-01-01T11:38:00
AAY007,33.959996,-118.284449,252.1,2025-01-01T11:38:10
AAY007,33.960952,-118.277472,259.1,2025-01-01T11:38:20
AAY007,33.961907,-118.270494,266.2,2025-01-01T11:38:30
AAY007,33.962863,-118.263517,273.3,2025-01-01T11:38:40
AAY007,33.963819,-118.256539,280.3,2025-01-01T11:38:50
AAY007,33.964775,-118.249562,287.4,2025-01-01T11:39:00
AAY007,33.965731,-118.242585,294.4,2025-01-01T11:39:10
AAY007,33.966687,-118.235607,301.5,2025-01-01T11:39:20
AAY007,33.967642,-118.22863,308.6,2025-01-01T11:39:30
AAY007,33.968598,-118.221652,315.6,2025-01-01T11:39:40
AAY007,33.969554,-118.214675,322.7,2025-01-01T11:39:50
AAY007,33.97051,-118.207698,329.8,2025-01-01T11:40:00
AAY007,33.971466,-118.20072,336.8,2025-01-01T11:40:10
AAY007,33.972422,-118.193743,343.9,2025-01-01T11:40:20
AAY007,33.973377,-118.186765,350.9,2025-01-01T11:40:30
AAY007,33.974333,-118.179788,358.0,2025-01-01T11:40:40
AAY007,33.975289,-118.172811,365.1,2025-01-01T11:40:50
AAY007,33.976245,-118.165833,372.1,2025-01-01T11:41:00
AAY007,33.977201,-118.158856,379.2,2025-01-01T11:41:10
AAY007,33.978156,-118.151878,386.2,2025-01-01T11:41:20
AAY007,33.979112,-118.144901,393.3,2025-01-01T11:41:30
AAY007,33.980068,-118.137924,400.4,2025-01-01T11:41:40
AAY007,33.981024,-118.130946,407.4,2025-01-01T11:41:50
AAY007,33.98198,-118.123969,414.5,2025-01-01T11:42:00
AAY007,33.982936,-118.116991,421.5,2025-01-01T11:42:10
AAY007,33.983891,-118.110014,428.6,2025-01-01T11:42:20
AAY007,33.984847,-118.103037,435.7,2025-01-01T11:42:30
AAY007,33.985803,-118.096059,442.7,2025-01-01T11:42:40
AAY007,33.986759,-118.089082,449.8,2025-01-01T11:42:50
AAY007,33.987715,-118.082104,456.8,2025-01-01T11:43:00
AAY007,33.98867,-118.075127,463.9,2025-01-01T11:43:10
AAY007,33.989626,-118.06815,471.0,2025-01-01T11:43:20
AAY007,33.990582,-118.061172,478.0,2025-01-01T11:43:30
AAY007,33.991538,-118.054195,485.1,2025-01-01T11:43:40
AAY007,33.992494,-118.047217,492.1,2025-01-01T11:43:50
AAY007,33.99345,-118.04024,499.2,2025-01-01T11:44:00
AAY007,33.994405,-118.033263,506.3,2025-01-01T11:44:10
AAY007,33.995361,-118.026285,513.3,2025-01-01T11:44:20
AAY007,33.996317,-118.019308,520.4,2025-01-01T11:44:30
AAY007,33.997273,-118.012331,527.4,2025-01-01T11:44:40
AAY007,33.998229,-118.005353,534.5,2025-01-01T11:44:50
AAY007,33.999185,-117.998376,541.6,2025-01-01T11:45:00
AAY007,34.00014,-117.991398,548.6,2025-01-01T11:45:10
AAY007,34.001096,-117.984421,555.7,2025-01-01T11:45:20
AAY007,34.002052,-117.977444,562.7,2025-01-01T11:45:30
AAY007,34.003008,-117.970466,569.8,2025-01-01T11:45:40
AAY007,34.003964,-117.963489,576.9,2025-01-01T11:45:50
AAY007,34.004919,-117.956511,583.9,2025-01-01T11:46:00
AAY007,34.005875,-117.949534,591.0,2025-01-01T11:46:10
AAY007,34.006831,-117.942557,598.0,2025-01-01T11:46:20
AAY007,34.007787,-117.935579,605.1,2025-01-01T11:46:30
AAY007,34.008743,-117.928602,612.2,2025-01-01T11:46:40
AAY007,34.009699,-117.921624,619.2,2025-01-01T11:46:50
AAY007,34.010654,-117.914647,626.3,2025-01-01T11:47:00
AAY007,34.01161,-117.90767,633.3,2025-01-01T11:47:10
AAY007,34.012566,-117.900692,640.4,2025-01-01T11:47:20
AAY007,34.013522,-117.893715,647.5,2025-01-01T11:47:30
AAY007,34.014478,-117.886737,654.5,2025-01-01T11:47:40
AAY007,34.015434,-117.87976,661.6,2025-01-01T11:47:50
AAY007,34.016389,-117.872783,668.6,2025-01-01T11:48:00
AAY007,34.017345,-117.865805,675.7,2025-01-01T11:48:10
AAY007,34.018301,-117.858828,682.8,2025-01-01T11:48:20
AAY007,34.019257,-117.85185,689.8,2025-01-01T11:48:30
AAY007,34.020213,-117.844873,696.9,2025-01-01T11:48:40
AAY007,34.021168,-117.837896,703.9,2025-01-01T11:48:50
AAY007,34.022124,-117.830918,711.0,2025-01-01T11:49:00
AAY007,34.02308,-117.823941,718.1,2025-01-01T11:49:10
AAY007,34.024036,-117.816963,725.1,2025-01-01T11:49:20
AAY007,34.024992,-117.809986,732.2,2025-01-01T11:49:30
AAY007,34.025948,-117.803009,739.2,2025-01-01T11:49:40
AAY007,34.026903,-117.796031,746.3,2025-01-01T11:49:50
AAY007,34.027859,-117.789054,753.4,2025-01-01T11:50:00
AAY007,34.028815,-117.782077,760.4,2025-01-01T11:50:10
AAY007,34.029771,-117.775099,767.5,2025-01-01T11:50:20
AAY007,34.030727,-117.768122,774.6,2025-01-01T11:50:30
AAY007,34.031683,-117.761144,781.6,2025-01-01T11:50:40
AAY007,34.032638,-117.754167,788.7,2025-01-01T11:50:50
AAY007,34.033594,-117.74719,795.7,2025-01-01T11:51:00
AAY007,34.03455,-117.740212,802.8,2025-01-01T11:51:10
AAY007,34.035506,-117.733235,809.9,2025-01-01T11:51:20
AAY007,34.036462,-117.726257,816.9,2025-01-01T11:51:30
AAY007,34.037417,-117.71928,824.0,2025-01-01T11:51:40
AAY007,34.038373,-117.712303,831.0,2025-01-01T11:51:50
AAY007,34.039329,-117.705325,838.1,2025-01-01T11:52:00
AAY007,34.040285,-117.698348,845.2,2025-01-01T11:52:10
AAY007,34.041241,-117.69137,852.2,2025-01-01T11:52:20
AAY007,34.042197,-117.684393,859.3,2025-01-01T11:52:30
AAY007,34.043152,-117.677416,866.3,2025-01-01T11:52:40
AAY007,34.044108,-117.670438,873.4,2025-01-01T11:52:50
AAY007,34.045064,-117.663461,880.5,2025-01-01T11:53:00
AAY007,34.04602,-117.656483,887.5,2025-01-01T11:53:10
AAY007,34.046976,-117.649506,894.6,2025-01-01T11:53:20
AAY007,34.047932,-117.642529,901.6,2025-01-01T11:53:30
AAY007,34.048887,-117.635551,908.7,2025-01-01T11:53:40
AAY007,34.049843,-117.628574,915.8,2025-01-01T11:53:50
AAY007,34.050799,-117.621596,922.8,2025-01-01T11:54:00
AAY007,34.051755,-117.614619,929.9,2025-01-01T11:54:10
AAY007,34.052711,-117.607642,936.9,2025-01-01T11:54:20
AAY007,34.053666,-117.600664,944.0,2025-01-01T11:54:30
AAZ002,33.942791,-118.410042,125.0,2025-01-01T10:10:53
AAZ002,33.944771,-118.395589,139.6,2025-01-01T10:11:03
AAZ002,33.946751,-118.381136,154.2,2025-01-01T10:11:13
AAZ002,33.948731,-118.366682,168.9,2025-01-01T10:11:23
AAZ002,33.950711,-118.352229,183.5,2025-01-01T10:11:33
AAZ002,33.952691,-118.337776,198.1,2025-01-01T10:11:43
AAZ002,33.954671,-118.323323,212.8,2025-01-01T10:11:53
AAZ002,33.95665,-118.30887,227.4,2025-01-01T10:12:03
AAZ002,33.95863,-118.294417,242.0,2025-01-01T10:12:13
AAZ002,33.96061,-118.279963,256.6,2025-01-01T10:12:23
AAZ002,33.96259,-118.26551,271.2,2025-01-01T10:12:33
AAZ002,33.96457,-118.251057,285.9,2025-01-01T10:12:43
AAZ002,33.96655,-118.236604,300.5,2025-01-01T10:12:53
AAZ002,33.96853,-118.222151,315.1,2025-01-01T10:13:03
AAZ002,33.97051,-118.207698,329.8,2025-01-01T10:13:13
AAZ002,33.97249,-118.193244,344.4,2025-01-01T10:13:23
AAZ002,33.97447,-118.178791,359.0,2025-01-01T10:13:33
AAZ002,33.97645,-118.164338,373.6,2025-01-01T10:13:43
AAZ002,33.97843,-118.149885,388.2,2025-01-01T10:13:53
AAZ002,33.980409,-118.135432,402.9,2025-01-01T10:14:03
AAZ002,33.982389,-118.120979,417.5,2025-01-01T10:14:13
AAZ002,33.984369,-118.106525,432.1,2025-01-01T10:14:23
AAZ002,33.986349,-118.092072,446.8,2025-01-01T10:14:33
AAZ002,33.988329,-118.077619,461.4,2025-01-01T10:14:43
AAZ002,33.990309,-118.063166,476.0,2025-01-01T10:14:53
AAZ002,33.992289,-118.048713,490.6,2025-01-01T10:15:03
AAZ002,33.994269,-118.034259,505.2,2025-01-01T10:15:13
AAZ002,33.996249,-118.019806,519.9,2025-01-01T10:15:23
AAZ002,33.998229,-118.005353,534.5,2025-01-01T10:15:33
AAZ002,34.000209,-117.9909,549.1,2025-01-01T10:15:43
AAZ002,34.002189,-117.976447,563.8,2025-01-01T10:15:53
AAZ002,34.004168,-117.961994,578.4,2025-01-01T10:16:03
AAZ002,34.006148,-117.94754,593.0,2025-01-01T10:16:13
AAZ002,34.008128,-117.933087,607.6,2025-01-01T10:16:23
AAZ002,34.010108,-117.918634,622.2,2025-01-01T10:16:33
AAZ002,34.012088,-117.904181,636.9,2025-01-01T10:16:43
AAZ002,34.014068,-117.889728,651.5,2025-01-01T10:16:53
AAZ002,34.016048,-117.875275,666.1,2025-01-01T10:17:03
AAZ002,34.018028,-117.860821,680.8,2025-01-01T10:17:13
AAZ002,34.020008,-117.846368,695.4,2025-01-01T10:17:23
AAZ002,34.021988,-117.831915,710.0,2025-01-01T10:17:33
AAZ002,34.023968,-117.817462,724.6,2025-01-01T10:17:43
AAZ002,34.025948,-117.803009,739.2,2025-01-01T10:17:53
AAZ002,34.027928,-117.788556,753.9,2025-01-01T10:18:03
AAZ002,34.029907,-117.774102,768.5,2025-01-01T10:18:13
AAZ002,34.031887,-117.759649,783.1,2025-01-01T10:18:23
AAZ002,34.033867,-117.745196,797.8,2025-01-01T10:18:33
AAZ002,34.035847,-117.730743,812.4,2025-01-01T10:18:43
AAZ002,34.037827,-117.71629,827.0,2025-01-01T10:18:53
AAZ002,34.039807,-117.701836,841.6,2025-01-01T10:19:03
AAZ002,34.041787,-117.687383,856.2,2025-01-01T10:19:13
AAZ002,34.043767,-117.67293,870.9,2025-01-01T10:19:23
AAZ002,34.045747,-117.658477,885.5,2025-01-01T10:19:33
AAZ002,34.047727,-117.644024,900.1,2025-01-01T10:19:43
AAZ002,34.049707,-117.629571,914.8,2025-01-01T10:19:53
AAZ002,34.051687,-117.615117,929.4,2025-01-01T10:20:03
AAZ002,34.053666,-117.600664,944.0,2025-01-01T10:20:13
AAZ007,33.942791,-118.410042,125.0,2025-01-01T10:12:20
AAZ007,33.944771,-118.395589,139.6,2025-01-01T10:12:30
AAZ007,33.946751,-118.381136,154.2,2025-01-01T10:12:40
AAZ007,33.948731,-118.366682,168.9,2025-01-01T10:12:50
AAZ007,33.950711,-118.352229,183.5,2025-01-01T10:13:00
AAZ007,33.952691,-118.337776,198.1,2025-01-01T10:13:10
AAZ007,33.954671,-118.323323,212.8,2025-01-01T10:13:20
AAZ007,33.95665,-118.30887,227.4,2025-01-01T10:13:30
AAZ007,33.95863,-118.294417,242.0,2025-01-01T10:13:40
AAZ007,33.96061,-118.279963,256.6,2025-01-01T10:13:50
AAZ007,33.96259,-118.26551,271.2,2025-01-01T10:14:00
AAZ007,33.96457,-118.251057,285.9,2025-01-01T10:14:10
AAZ007,33.96655,-118.236604,300.5,2025-01-01T10:14:20
AAZ007,33.96853,-118.222151,315.1,2025-01-01T10:14:30
AAZ007,33.97051,-118.207698,329.8,2025-01-01T10:14:40
AAZ007,33.97249,-118.193244,344.4,2025-01-01T10:14:50
AAZ007,33.97447,-118.178791,359.0,2025-01-01T10:15:00
AAZ007,33.97645,-118.164338,373.6,2025-01-01T10:15:10
AAZ007,33.97843,-118.149885,388.2,2025-01-01T10:15:20
AAZ007,33.980409,-118.135432,402.9,2025-01-01T10:15:30
AAZ007,33.982389,-118.120979,417.5,2025-01-01T10:15:40
AAZ007,33.984369,-118.106525,432.1,2025-01-01T10:15:50
AAZ007,33.986349,-118.092072,446.8,2025-01-01T10:16:00
AAZ007,33.988329,-118.077619,461.4,2025-01-01T10:16:10
AAZ007,33.990309,-118.063166,476.0,2025-01-01T10:16:20
AAZ007,33.992289,-118.048713,490.6,2025-01-01T10:16:30
AAZ007,33.994269,-118.034259,505.2,2025-01-01T10:16:40
AAZ007,33.996249,-118.019806,519.9,2025-01-01T10:16:50
AAZ007,33.998229,-118.005353,534.5,2025-01-01T10:17:00
AAZ007,34.000209,-117.9909,549.1,2025-01-01T10:17:10
AAZ007,34.002189,-117.976447,563.8,2025-01-01T10:17:20
AAZ007,34.004168,-117.961994,578.4,2025-01-01T10:17:30
AAZ007,34.006148,-117.94754,593.0,2025-01-01T10:17:40
AAZ007,34.008128,-117.933087,607.6,2025-01-01T10:17:50
AAZ007,34.010108,-117.918634,622.2,2025-01-01T10:18:00
AAZ007,34.012088,-117.904181,636.9,2025-01-01T10:18:10
AAZ007,34.014068,-117.889728,651.5,2025-01-01T10:18:20
AAZ007,34.016048,-117.875275,666.1,2025-01-01T10:18:30
AAZ007,34.018028,-117.860821,680.8,2025-01-01T10:18:40
AAZ007,34.020008,-117.846368,695.4,2025-01-01T10:18:50
AAZ007,34.021988,-117.831915,710.0,2025-01-01T10:19:00
AAZ007,34.023968,-117.817462,724.6,2025-01-01T10:19:10
AAZ007,34.025948,-117.803009,739.2,2025-01-01T10:19:20
AAZ007,34.027928,-117.788556,753.9,2025-01-01T10:19:30
AAZ007,34.029907,-117.774102,768.5,2025-01-01T10:19:40
AAZ007,34.031887,-117.759649,783.1,2025-01-01T10:19:50
AAZ007,34.033867,-117.745196,797.8,2025-01-01T10:20:00
AAZ007,34.035847,-117.730743,812.4,2025-01-01T10:20:10
AAZ007,34.037827,-117.71629,827.0,2025-01-01T10:20:20
AAZ007,34.039807,-117.701836,841.6,2025-01-01T10:20:30
AAZ007,34.041787,-117.687383,856.2,2025-01-01T10:20:40
AAZ007,34.043767,-117.67293,870.9,2025-01-01T10:20:50
AAZ007,34.045747,-117.658477,885.5,2025-01-01T10:21:00
AAZ007,34.047727,-117.644024,900.1,2025-01-01T10:21:10
AAZ007,34.049707,-117.629571,914.8,2025-01-01T10:21:20
AAZ007,34.051687,-117.615117,929.4,2025-01-01T10:21:30
AAZ007,34.053666,-117.600664,944.0,2025-01-01T10:21:40
AAX003,34.1808,-118.30897,778.0,2025-01-01T11:38:08
AAX003,34.179037,-118.309719,773.2,2025-01-01T11:38:18
AAX003,34.177274,-118.310467,768.3,2025-01-01T11:38:28
AAX003,34.175511,-118.311216,763.5,2025-01-01T11:38:38
AAX003,34.173748,-118.311965,758.7,2025-01-01T11:38:48
AAX003,34.171985,-118.312713,753.8,2025-01-01T11:38:58
AAX003,34.170222,-118.313462,749.0,2025-01-01T11:39:08
AAX003,34.168459,-118.314211,744.1,2025-01-01T11:39:18
AAX003,34.166696,-118.314959,739.3,2025-01-01T11:39:28
AAX003,34.164933,-118.315708,734.5,2025-01-01T11:39:38
AAX003,34.16317,-118.316457,729.6,2025-01-01T11:39:48
AAX003,34.161407,-118.317205,724.8,2025-01-01T11:39:58
AAX003,34.159644,-118.317954,720.0,2025-01-01T11:40:08
AAX003,34.157881,-118.318703,715.1,2025-01-01T11:40:18
AAX003,34.156118,-118.319452,710.3,2025-01-01T11:40:28
AAX003,34.154355,-118.3202,705.4,2025-01-01T11:40:38
AAX003,34.152592,-118.320949,700.6,2025-01-01T11:40:48
AAX003,34.150828,-118.321698,695.8,2025-01-01T11:40:58
AAX003,34.149065,-118.322446,690.9,2025-01-01T11:41:08
AAX003,34.147302,-118.323195,686.1,2025-01-01T11:41:18
AAX003,34.145539,-118.323944,681.3,2025-01-01T11:41:28
AAX003,34.143776,-118.324692,676.4,2025-01-01T11:41:38
AAX003,34.142013,-118.325441,671.6,2025-01-01T11:41:48
AAX003,34.14025,-118.32619,666.7,2025-01-01T11:41:58
AAX003,34.138487,-118.326938,661.9,2025-01-01T11:42:08
AAX003,34.136724,-118.327687,657.1,2025-01-01T11:42:18
AAX003,34.134961,-118.328436,652.2,2025-01-01T11:42:28
AAX003,34.133198,-118.329184,647.4,2025-01-01T11:42:38
AAX003,34.131435,-118.329933,642.6,2025-01-01T11:42:48
AAX003,34.129672,-118.330682,637.7,2025-01-01T11:42:58
AAX003,34.127909,-118.33143,632.9,2025-01-01T11:43:08
AAX003,34.126146,-118.332179,628.1,2025-01-01T11:43:18
AAX003,34.124383,-118.332928,623.2,2025-01-01T11:43:28
AAX003,34.12262,-118.333676,618.4,2025-01-01T11:43:38
AAX003,34.120857,-118.334425,613.5,2025-01-01T11:43:48
AAX003,34.119094,-118.335174,608.7,2025-01-01T11:43:58
AAX003,34.117331,-118.335923,603.9,2025-01-01T11:44:08
AAX003,34.115568,-118.336671,599.0,2025-01-01T11:44:18
AAX003,34.113805,-118.33742,594.2,2025-01-01T11:44:28
AAX003,34.112042,-118.338169,589.4,2025-01-01T11:44:38
AAX003,34.110279,-118.338917,584.5,2025-01-01T11:44:48
AAX003,34.108516,-118.339666,579.7,2025-01-01T11:44:58
AAX003,34.106753,-118.340415,574.8,2025-01-01T11:45:08
AAX003,34.10499,-118.341163,570.0,2025-01-01T11:45:18
AAX003,34.103227,-118.341912,565.2,2025-01-01T11:45:28
AAX003,34.101464,-118.342661,560.3,2025-01-01T11:45:38
AAX003,34.099701,-118.343409,555.5,2025-01-01T11:45:48
AAX003,34.097938,-118.344158,550.7,2025-01-01T11:45:58
AAX003,34.096175,-118.344907,545.8,2025-01-01T11:46:08
AAX003,34.094412,-118.345655,541.0,2025-01-01T11:46:18
