tail_number,lat,lon,alt,speed,heading,fuel,timestamp
AAX007,33.97621,-118.166089,371.9,47.42,80.4,0.892,2025-01-01T11:12:47
AAX007,33.976522,-118.163809,374.2,47.42,80.4,0.891,2025-01-01T11:12:57
AAX007,33.976834,-118.161529,376.5,47.42,80.4,0.89,2025-01-01T11:13:07
AAX007,33.977147,-118.159249,378.8,47.42,80.4,0.889,2025-01-01T11:13:17
AAX007,33.977459,-118.156969,381.1,47.42,80.4,0.888,2025-01-01T11:13:27
AAX007,33.977771,-118.154689,383.4,47.42,80.4,0.887,2025-01-01T11:13:37
AAX007,33.978084,-118.152409,385.7,47.42,80.4,0.886,2025-01-01T11:13:47
AAX007,33.978396,-118.150129,388.0,47.42,80.4,0.885,2025-01-01T11:13:57
AAX007,33.978708,-118.147849,390.3,47.42,80.4,0.884,2025-01-01T11:14:07
AAX007,33.979021,-118.145569,392.6,47.42,80.4,0.883,2025-01-01T11:14:17
AAX007,33.979333,-118.143289,394.9,47.42,80.4,0.882,2025-01-01T11:14:27
AAX007,33.979645,-118.141009,397.2,47.42,80.4,0.881,2025-01-01T11:14:37
AAX007,33.979958,-118.138729,399.5,47.42,80.4,0.88,2025-01-01T11:14:47
AAX007,33.98027,-118.13645,401.8,47.42,80.4,0.879,2025-01-01T11:14:57
AAX007,33.980582,-118.13417,404.2,47.42,80.4,0.878,2025-01-01T11:15:07
AAX007,33.980895,-118.13189,406.5,47.42,80.4,0.877,2025-01-01T11:15:17
AAX007,33.981207,-118.12961,408.8,47.42,80.4,0.876,2025-01-01T11:15:27
AAX007,33.981519,-118.12733,411.1,47.42,80.4,0.875,2025-01-01T11:15:37
AAX007,33.981832,-118.12505,413.4,47.42,80.4,0.874,2025-01-01T11:15:47
AAX007,33.982144,-118.12277,415.7,47.42,80.4,0.873,2025-01-01T11:15:57
AAX007,33.982456,-118.12049,418.0,47.42,80.4,0.872,2025-01-01T11:16:07
AAX007,33.982769,-118.11821,420.3,47.42,80.4,0.871,2025-01-01T11:16:17
AAX007,33.983081,-118.11593,422.6,47.42,80.4,0.87,2025-01-01T11:16:27
AAX007,33.983393,-118.11365,424.9,47.42,80.4,0.869,2025-01-01T11:16:37
AAX007,33.983706,-118.11137,427.2,47.42,80.4,0.868,2025-01-01T11:16:47
AAX007,33.984018,-118.10909,429.5,47.42,80.4,0.867,2025-01-01T11:16:57
AAX007,33.98433,-118.10681,431.8,47.42,80.4,0.866,2025-01-01T11:17:07
AAX007,33.984643,-118.10453,434.1,47.42,80.4,0.865,2025-01-01T11:17:17
AAX007,33.984955,-118.10225,436.5,47.42,80.4,0.864,2025-01-01T11:17:27
AAX007,33.985267,-118.099971,438.8,47.42,80.4,0.863,2025-01-01T11:17:37
AAX007,33.98558,-118.097691,441.1,47.42,80.4,0.862,2025-01-01T11:17:47
AAX007,33.985892,-118.095411,443.4,47.42,80.4,0.861,2025-01-01T11:17:57
AAX007,33.986204,-118.093131,445.7,47.42,80.4,0.86,2025-01-01T11:18:07
AAX007,33.986517,-118.090851,448.0,47.42,80.4,0.859,2025-01-01T11:18:17
AAX007,33.986829,-118.088571,450.3,47.42,80.4,0.858,2025-01-01T11:18:27
AAX007,33.987141,-118.086291,452.6,47.42,80.4,0.857,2025-01-01T11:18:37
AAX007,33.987454,-118.084011,454.9,47.42,80.4,0.856,2025-01-01T11:18:47
AAX007,33.987766,-118.081731,457.2,47.42,80.4,0.855,2025-01-01T11:18:57
AAX007,33.988078,-118.079451,459.5,47.42,80.4,0.854,2025-01-01T11:19:07
AAX007,33.98839,-118.077171,461.8,47.42,80.4,0.853,2025-01-01T11:19:17
AAX007,33.988703,-118.074891,464.1,47.42,80.4,0.852,2025-01-01T11:19:27
AAX007,33.989015,-118.072611,466.4,47.42,80.4,0.851,2025-01-01T11:19:37
AAX007,33.989327,-118.070331,468.7,47.42,80.4,0.85,2025-01-01T11:19:47
AAX007,33.98964,-118.068051,471.1,47.42,80.4,0.849,2025-01-01T11:19:57
AAX007,33.989952,-118.065771,473.4,47.42,80.4,0.848,2025-01-01T11:20:07
AAX007,33.990264,-118.063492,475.7,47.42,80.4,0.847,2025-01-01T11:20:17
AAX007,33.990577,-118.061212,478.0,47.42,80.4,0.846,2025-01-01T11:20:27
AAX007,33.990889,-118.058932,480.3,47.42,80.4,0.845,2025-01-01T11:20:37
AAX007,33.991201,-118.056652,482.6,47.42,80.4,0.844,2025-01-01T11:20:47
AAX007,33.991514,-118.054372,484.9,47.42,80.4,0.843,2025-01-01T11:20:57
AAX007,33.991826,-118.052092,487.2,47.42,80.4,0.842,2025-01-01T11:21:07
AAX007,33.992138,-118.049812,489.5,47.42,80.4,0.841,2025-01-01T11:21:17
AAX007,33.992451,-118.047532,491.8,47.42,80.4,0.84,2025-01-01T11:21:27
AAX007,33.992763,-118.045252,494.1,47.42,80.4,0.839,2025-01-01T11:21:37
AAX007,33.993075,-118.042972,496.4,47.42,80.4,0.838,2025-01-01T11:21:47
AAX007,33.993388,-118.040692,498.7,47.42,80.4,0.837,2025-01-01T11:21:57
AAX007,33.9937,-118.038412,501.0,47.42,80.4,0.836,2025-01-01T11:22:07
AAX007,33.994012,-118.036132,503.4,47.42,80.4,0.835,2025-01-01T11:22:17
AAX007,33.994325,-118.033852,505.7,47.42,80.4,0.834,2025-01-01T11:22:27
AAX007,33.994637,-118.031572,508.0,47.42,80.4,0.833,2025-01-01T11:22:37
AAX007,33.994949,-118.029292,510.3,47.42,80.4,0.832,2025-01-01T11:22:47
AAX007,33.995262,-118.027013,512.6,47.42,80.4,0.831,2025-01-01T11:22:57
AAX007,33.995574,-118.024733,514.9,47.42,80.4,0.83,2025-01-01T11:23:07
AAX007,33.995886,-118.022453,517.2,47.42,80.4,0.829,2025-01-01T11:23:17
AAX007,33.996199,-118.020173,519.5,47.42,80.4,0.828,2025-01-01T11:23:27
AAX007,33.996511,-118.017893,521.8,47.42,80.4,0.827,2025-01-01T11:23:37
AAX007,33.996823,-118.015613,524.1,47.42,80.4,0.826,2025-01-01T11:23:47
AAX007,33.997136,-118.013333,526.4,47.42,80.4,0.825,2025-01-01T11:23:57
AAX007,33.997448,-118.011053,528.7,47.42,80.4,0.824,2025-01-01T11:24:07
AAX007,33.99776,-118.008773,531.0,47.42,80.4,0.823,2025-01-01T11:24:17
AAX007,33.998073,-118.006493,533.3,47.42,80.4,0.822,2025-01-01T11:24:27
AAX007,33.998385,-118.004213,535.7,47.42,80.4,0.821,2025-01-01T11:24:37
AAX007,33.998697,-118.001933,538.0,47.42,80.4,0.82,2025-01-01T11:24:47
AAX007,33.99901,-117.999653,540.3,47.42,80.4,0.819,2025-01-01T11:24:57
AAX007,33.999322,-117.997373,542.6,47.42,80.4,0.818,2025-01-01T11:25:07
AAX007,33.999634,-117.995093,544.9,47.42,80.4,0.817,2025-01-01T11:25:17
AAX007,33.999947,-117.992813,547.2,47.42,80.4,0.816,2025-01-01T11:25:27
AAX007,34.000259,-117.990534,549.5,47.42,80.4,0.815,2025-01-01T11:25:37
AAX007,34.000571,-117.988254,551.8,47.42,80.4,0.814,2025-01-01T11:25:47
AAX007,34.000883,-117.985974,554.1,47.42,80.4,0.813,2025-01-01T11:25:57
AAX007,34.001196,-117.983694,556.4,47.42,80.4,0.812,2025-01-01T11:26:07
AAX007,34.001508,-117.981414,558.7,47.42,80.4,0.811,2025-01-01T11:26:17
AAX007,34.00182,-117.979134,561.0,47.42,80.4,0.81,2025-01-01T11:26:27
AAX007,34.002133,-117.976854,563.3,47.42,80.4,0.809,2025-01-01T11:26:37
AAX007,34.002445,-117.974574,565.6,47.42,80.4,0.808,2025-01-01T11:26:47
AAX007,34.002757,-117.972294,568.0,47.42,80.4,0.807,2025-01-01T11:26:57
AAX007,34.00307,-117.970014,570.3,47.42,80.4,0.806,2025-01-01T11:27:07
AAX007,34.003382,-117.967734,572.6,47.42,80.4,0.805,2025-01-01T11:27:17
AAX007,34.003694,-117.965454,574.9,47.42,80.4,0.804,2025-01-01T11:27:27
AAX007,34.004007,-117.963174,577.2,47.42,80.4,0.803,2025-01-01T11:27:37
AAX007,34.004319,-117.960894,579.5,47.42,80.4,0.802,2025-01-01T11:27:47
AAX007,34.004631,-117.958614,581.8,47.42,80.4,0.801,2025-01-01T11:27:57
AAX007,34.004944,-117.956334,584.1,47.42,80.4,0.8,2025-01-01T11:28:07
AAX007,34.005256,-117.954055,586.4,47.42,80.4,0.799,2025-01-01T11:28:17
AAX007,34.005568,-117.951775,588.7,47.42,80.4,0.798,2025-01-01T11:28:27
AAX007,34.005881,-117.949495,591.0,47.42,80.4,0.797,2025-01-01T11:28:37
AAX007,34.006193,-117.947215,593.3,47.42,80.4,0.796,2025-01-01T11:28:47
AAX007,34.006505,-117.944935,595.6,47.42,80.4,0.795,2025-01-01T11:28:57
AAX007,34.006818,-117.942655,597.9,47.42,80.4,0.794,2025-01-01T11:29:07
AAX007,34.00713,-117.940375,600.3,47.42,80.4,0.793,2025-01-01T11:29:17
AAX007,34.007442,-117.938095,602.6,47.42,80.4,0.792,2025-01-01T11:29:27
AAX007,34.007755,-117.935815,604.9,47.42,80.4,0.791,2025-01-01T11:29:37
AAX007,34.008067,-117.933535,607.2,47.42,80.4,0.79,2025-01-01T11:29:47
AAX007,34.008379,-117.931255,609.5,47.42,80.4,0.789,2025-01-01T11:29:57
AAX007,34.008692,-117.928975,611.8,47.42,80.4,0.788,2025-01-01T11:30:07
AAX007,34.009004,-117.926695,614.1,47.42,80.4,0.787,2025-01-01T11:30:17
AAX007,34.009316,-117.924415,616.4,47.42,80.4,0.786,2025-01-01T11:30:27
AAX007,34.009629,-117.922135,618.7,47.42,80.4,0.785,2025-01-01T11:30:37
AAX007,34.009941,-117.919855,621.0,47.42,80.4,0.784,2025-01-01T11:30:47
AAX007,34.010253,-117.917576,623.3,47.42,80.4,0.783,2025-01-01T11:30:57
AAX007,34.010566,-117.915296,625.6,47.42,80.4,0.782,2025-01-01T11:31:07
AAX007,34.010878,-117.913016,627.9,47.42,80.4,0.781,2025-01-01T11:31:17
AAX007,34.01119,-117.910736,630.2,47.42,80.4,0.78,2025-01-01T11:31:27
AAX007,34.011503,-117.908456,632.5,47.42,80.4,0.779,2025-01-01T11:31:37
AAX007,34.011815,-117.906176,634.9,47.42,80.4,0.778,2025-01-01T11:31:47
AAX007,34.012127,-117.903896,637.2,47.42,80.4,0.777,2025-01-01T11:31:57
AAX007,34.01244,-117.901616,639.5,47.42,80.4,0.776,2025-01-01T11:32:07
AAX007,34.012752,-117.899336,641.8,47.42,80.4,0.775,2025-01-01T11:32:17
AAX007,34.013064,-117.897056,644.1,47.42,80.4,0.774,2025-01-01T11:32:27
AAX007,34.013376,-117.894776,646.4,47.42,80.4,0.773,2025-01-01T11:32:37
AAX007,34.013689,-117.892496,648.7,47.42,80.4,0.772,2025-01-01T11:32:47
AAX007,34.014001,-117.890216,651.0,47.42,80.4,0.771,2025-01-01T11:32:57
AAX007,34.014313,-117.887936,653.3,47.42,80.4,0.77,2025-01-01T11:33:07
AAX007,34.014626,-117.885656,655.6,47.42,80.4,0.769,2025-01-01T11:33:17
AAX007,34.014938,-117.883376,657.9,47.42,80.4,0.768,2025-01-01T11:33:27
AAX007,34.01525,-117.881097,660.2,47.42,80.4,0.767,2025-01-01T11:33:37
AAX007,34.015563,-117.878817,662.5,47.42,80.4,0.766,2025-01-01T11:33:47
AAX007,34.015875,-117.876537,664.8,47.42,80.4,0.765,2025-01-01T11:33:57
AAX007,34.016187,-117.874257,667.2,47.42,80.4,0.764,2025-01-01T11:34:07
AAX007,34.0165,-117.871977,669.5,47.42,80.4,0.763,2025-01-01T11:34:17
AAX007,34.016812,-117.869697,671.8,47.42,80.4,0.762,2025-01-01T11:34:27
AAX007,34.017124,-117.867417,674.1,47.42,80.4,0.761,2025-01-01T11:34:37
AAX007,34.017437,-117.865137,676.4,47.42,80.4,0.76,2025-01-01T11:34:47
AAX007,34.017749,-117.862857,678.7,47.42,80.4,0.759,2025-01-01T11:34:57
AAX007,34.018061,-117.860577,681.0,47.42,80.4,0.758,2025-01-01T11:35:07
AAX007,34.018374,-117.858297,683.3,47.42,80.4,0.757,2025-01-01T11:35:17
AAX007,34.018686,-117.856017,685.6,47.42,80.4,0.756,2025-01-01T11:35:27
AAX007,34.018998,-117.853737,687.9,47.42,80.4,0.755,2025-01-01T11:35:37
AAX007,34.019311,-117.851457,690.2,47.42,80.4,0.754,2025-01-01T11:35:47
AAX007,34.019623,-117.849177,692.5,47.42,80.4,0.753,2025-01-01T11:35:57
AAX007,34.019935,-117.846897,694.8,47.42,80.4,0.752,2025-01-01T11:36:07
AAX007,34.020248,-117.844618,697.1,47.42,80.4,0.751,2025-01-01T11:36:17
AAX007,34.02056,-117.842338,699.5,47.42,80.4,0.75,2025-01-01T11:36:27
AAX007,34.020872,-117.840058,701.8,47.42,80.4,0.749,2025-01-01T11:36:37
AAX007,34.021185,-117.837778,704.1,47.42,80.4,0.748,2025-01-01T11:36:47
AAX007,34.021497,-117.835498,706.4,47.42,80.4,0.747,2025-01-01T11:36:57
AAX007,34.021809,-117.833218,708.7,47.42,80.4,0.746,2025-01-01T11:37:07
AAX007,34.022122,-117.830938,711.0,47.42,80.4,0.745,2025-01-01T11:37:17
AAX007,34.022434,-117.828658,713.3,47.42,80.4,0.744,2025-01-01T11:37:27
AAX007,34.022746,-117.826378,715.6,47.42,80.4,0.743,2025-01-01T11:37:37
AAX007,34.023059,-117.824098,717.9,47.42,80.4,0.742,2025-01-01T11:37:47
AAX007,34.023371,-117.821818,720.2,47.42,80.4,0.741,2025-01-01T11:37:57
AAX007,34.023683,-117.819538,722.5,47.42,80.4,0.74,2025-01-01T11:38:07
AAX007,34.023996,-117.817258,724.8,47.42,80.4,0.739,2025-01-01T11:38:17
AAX007,34.024308,-117.814978,727.1,47.42,80.4,0.738,2025-01-01T11:38:27
AAX007,34.02462,-117.812698,729.4,47.42,80.4,0.737,2025-01-01T11:38:37
AAX007,34.024933,-117.810418,731.8,47.42,80.4,0.736,2025-01-01T11:38:47
AAX007,34.025245,-117.808139,734.1,47.42,80.4,0.735,2025-01-01T11:38:57
AAX007,34.025557,-117.805859,736.4,47.42,80.4,0.734,2025-01-01T11:39:07
AAX007,34.02587,-117.803579,738.7,47.42,80.4,0.733,2025-01-01T11:39:17
AAX007,34.026182,-117.801299,741.0,47.42,80.4,0.732,2025-01-01T11:39:27
AAX007,34.026494,-117.799019,743.3,47.42,80.4,0.731,2025-01-01T11:39:37
AAX007,34.026806,-117.796739,745.6,47.42,80.4,0.73,2025-01-01T11:39:47
AAX007,34.027119,-117.794459,747.9,47.42,80.4,0.729,2025-01-01T11:39:57
AAX007,34.027431,-117.792179,750.2,47.42,80.4,0.728,2025-01-01T11:40:07
AAX007,34.027743,-117.789899,752.5,47.42,80.4,0.727,2025-01-01T11:40:17
AAX007,34.028056,-117.787619,754.8,47.42,80.4,0.726,2025-01-01T11:40:27
AAX007,34.028368,-117.785339,757.1,47.42,80.4,0.725,2025-01-01T11:40:37
AAX007,34.02868,-117.783059,759.4,47.42,80.4,0.724,2025-01-01T11:40:47
AAX007,34.028993,-117.780779,761.7,47.42,80.4,0.723,2025-01-01T11:40:57
AAX007,34.029305,-117.778499,764.1,47.42,80.4,0.722,2025-01-01T11:41:07
AAX007,34.029617,-117.776219,766.4,47.42,80.4,0.721,2025-01-01T11:41:17
AAX007,34.02993,-117.773939,768.7,47.42,80.4,0.72,2025-01-01T11:41:27
AAX007,34.030242,-117.77166,771.0,47.42,80.4,0.719,2025-01-01T11:41:37
AAX007,34.030554,-117.76938,773.3,47.42,80.4,0.718,2025-01-01T11:41:47
AAX007,34.030867,-117.7671,775.6,47.42,80.4,0.717,2025-01-01T11:41:57
AAX007,34.031179,-117.76482,777.9,47.42,80.4,0.716,2025-01-01T11:42:07
AAX007,34.031491,-117.76254,780.2,47.42,80.4,0.715,2025-01-01T11:42:17
AAX007,34.031804,-117.76026,782.5,47.42,80.4,0.714,2025-01-01T11:42:27
AAX007,34.032116,-117.75798,784.8,47.42,80.4,0.713,2025-01-01T11:42:37
AAX007,34.032428,-117.7557,787.1,47.42,80.4,0.712,2025-01-01T11:42:47
AAX007,34.032741,-117.75342,789.4,47.42,80.4,0.711,2025-01-01T11:42:57
AAX007,34.033053,-117.75114,791.7,47.42,80.4,0.71,2025-01-01T11:43:07
AAX007,34.033365,-117.74886,794.0,47.42,80.4,0.709,2025-01-01T11:43:17
AAX007,34.033678,-117.74658,796.3,47.42,80.4,0.708,2025-01-01T11:43:27
AAX007,34.03399,-117.7443,798.7,47.42,80.4,0.707,2025-01-01T11:43:37
AAX007,34.034302,-117.74202,801.0,47.42,80.4,0.706,2025-01-01T11:43:47
AAX007,34.034615,-117.73974,803.3,47.42,80.4,0.705,2025-01-01T11:43:57
AAX007,34.034927,-117.737461,805.6,47.42,80.4,0.704,2025-01-01T11:44:07
AAX007,34.035239,-117.735181,807.9,47.42,80.4,0.703,2025-01-01T11:44:17
AAX007,34.035552,-117.732901,810.2,47.42,80.4,0.702,2025-01-01T11:44:27
AAX007,34.035864,-117.730621,812.5,47.42,80.4,0.701,2025-01-01T11:44:37
AAX007,34.036176,-117.728341,814.8,47.42,80.4,0.7,2025-01-01T11:44:47
AAX007,34.036489,-117.726061,817.1,47.42,80.4,0.699,2025-01-01T11:44:57
AAX007,34.036801,-117.723781,819.4,47.42,80.4,0.698,2025-01-01T11:45:07
AAX007,34.037113,-117.721501,821.7,47.42,80.4,0.697,2025-01-01T11:45:17
AAX007,34.037426,-117.719221,824.0,47.42,80.4,0.696,2025-01-01T11:45:27
AAX007,34.037738,-117.716941,826.3,47.42,80.4,0.695,2025-01-01T11:45:37
AAX007,34.03805,-117.714661,828.6,47.42,80.4,0.694,2025-01-01T11:45:47
AAX007,34.038363,-117.712381,831.0,47.42,80.4,0.693,2025-01-01T11:45:57
AAX007,34.038675,-117.710101,833.3,47.42,80.4,0.692,2025-01-01T11:46:07
AAX007,34.038987,-117.707821,835.6,47.42,80.4,0.691,2025-01-01T11:46:17
AAX007,34.039299,-117.705541,837.9,47.42,80.4,0.69,2025-01-01T11:46:27
AAX007,34.039612,-117.703261,840.2,47.42,80.4,0.689,2025-01-01T11:46:37
AAX007,34.039924,-117.700982,842.5,47.42,80.4,0.688,2025-01-01T11:46:47
AAX007,34.040236,-117.698702,844.8,47.42,80.4,0.687,2025-01-01T11:46:57
AAX007,34.040549,-117.696422,847.1,47.42,80.4,0.686,2025-01-01T11:47:07
AAX007,34.040861,-117.694142,849.4,47.42,80.4,0.685,2025-01-01T11:47:17
AAX007,34.041173,-117.691862,851.7,47.42,80.4,0.684,2025-01-01T11:47:27
AAX007,34.041486,-117.689582,854.0,47.42,80.4,0.683,2025-01-01T11:47:37
AAX007,34.041798,-117.687302,856.3,47.42,80.4,0.682,2025-01-01T11:47:47
AAX007,34.04211,-117.685022,858.6,47.42,80.4,0.681,2025-01-01T11:47:57
AAX007,34.042423,-117.682742,860.9,47.42,80.4,0.68,2025-01-01T11:48:07
AAX007,34.042735,-117.680462,863.3,47.42,80.4,0.679,2025-01-01T11:48:17
AAX007,34.043047,-117.678182,865.6,47.42,80.4,0.678,2025-01-01T11:48:27
AAX007,34.04336,-117.675902,867.9,47.42,80.4,0.677,2025-01-01T11:48:37
AAX007,34.043672,-117.673622,870.2,47.42,80.4,0.676,2025-01-01T11:48:47
AAX007,34.043984,-117.671342,872.5,47.42,80.4,0.675,2025-01-01T11:48:57
AAX007,34.044297,-117.669062,874.8,47.42,80.4,0.674,2025-01-01T11:49:07
AAX007,34.044609,-117.666782,877.1,47.42,80.4,0.673,2025-01-01T11:49:17
AAX007,34.044921,-117.664503,879.4,47.42,80.4,0.672,2025-01-01T11:49:27
AAX007,34.045234,-117.662223,881.7,47.42,80.4,0.671,2025-01-01T11:49:37
AAX007,34.045546,-117.659943,884.0,47.42,80.4,0.67,2025-01-01T11:49:47
AAX007,34.045858,-117.657663,886.3,47.42,80.4,0.669,2025-01-01T11:49:57
AAX007,34.046171,-117.655383,888.6,47.42,80.4,0.668,2025-01-01T11:50:07
AAX007,34.046483,-117.653103,890.9,47.42,80.4,0.667,2025-01-01T11:50:17
AAX007,34.046795,-117.650823,893.2,47.42,80.4,0.666,2025-01-01T11:50:27
AAX007,34.047108,-117.648543,895.6,47.42,80.4,0.665,2025-01-01T11:50:37
AAX007,34.04742,-117.646263,897.9,47.42,80.4,0.664,2025-01-01T11:50:47
AAX007,34.047732,-117.643983,900.2,47.42,80.4,0.663,2025-01-01T11:50:57
AAX007,34.048045,-117.641703,902.5,47.42,80.4,0.662,2025-01-01T11:51:07
AAX007,34.048357,-117.639423,904.8,47.42,80.4,0.661,2025-01-01T11:51:17
AAX007,34.048669,-117.637143,907.1,47.42,80.4,0.66,2025-01-01T11:51:27
AAX007,34.048982,-117.634863,909.4,47.42,80.4,0.659,2025-01-01T11:51:37
AAX007,34.049294,-117.632583,911.7,47.42,80.4,0.658,2025-01-01T11:51:47
AAX007,34.049606,-117.630303,914.0,47.42,80.4,0.657,2025-01-01T11:51:57
AAX007,34.049919,-117.628024,916.3,47.42,80.4,0.656,2025-01-01T11:52:07
AAX007,34.050231,-117.625744,918.6,47.42,80.4,0.655,2025-01-01T11:52:17
AAX007,34.050543,-117.623464,920.9,47.42,80.4,0.654,2025-01-01T11:52:27
AAX007,34.050856,-117.621184,923.2,47.42,80.4,0.653,2025-01-01T11:52:37
AAX007,34.051168,-117.618904,925.5,47.42,80.4,0.652,2025-01-01T11:52:47
AAX007,34.05148,-117.616624,927.9,47.42,80.4,0.651,2025-01-01T11:52:57
AAX007,34.051793,-117.614344,930.2,47.42,80.4,0.65,2025-01-01T11:53:07
AAX007,34.052105,-117.612064,932.5,47.42,80.4,0.649,2025-01-01T11:53:17
AAX007,34.052417,-117.609784,934.8,47.42,80.4,0.648,2025-01-01T11:53:27
AAX007,34.052729,-117.607504,937.1,47.42,80.4,0.647,2025-01-01T11:53:37
AAX007,34.053042,-117.605224,939.4,47.42,80.4,0.646,2025-01-01T11:53:47
AAX007,34.053354,-117.602944,941.7,47.42,80.4,0.645,2025-01-01T11:53:57
AAX007,34.053666,-117.600664,944.0,47.42,80.4,0.644,2025-01-01T11:54:07
AAY002,33.942791,-118.410042,125.0,144.485,80.4,0.999,2025-01-01T10:28:40
AAY002,33.943747,-118.403065,132.1,144.485,80.4,0.998,2025-01-01T10:28:50
AAY002,33.944703,-118.396087,139.1,144.485,80.4,0.997,2025-01-01T10:29:00
AAY002,33.945658,-118.38911,146.2,144.485,80.4,0.996,2025-01-01T10:29:10
AAY002,33.946614,-118.382132,153.2,144.485,80.4,0.995,2025-01-01T10:29:20
AAY002,33.94757,-118.375155,160.3,144.485,80.4,0.994,2025-01-01T10:29:30
AAY002,33.948526,-118.368178,167.4,144.485,80.4,0.993,2025-01-01T10:29:40
AAY002,33.949482,-118.3612,174.4,144.485,80.4,0.992,2025-01-01T10:29:50
AAY002,33.950438,-118.354223,181.5,144.485,80.4,0.991,2025-01-01T10:30:00
AAY002,33.951393,-118.347245,188.5,144.485,80.4,0.99,2025-01-01T10:30:10
AAY002,33.952349,-118.340268,195.6,144.485,80.4,0.989,2025-01-01T10:30:20
AAY002,33.953305,-118.333291,202.7,144.485,80.4,0.988,2025-01-01T10:30:30
AAY002,33.954261,-118.326313,209.7,144.485,80.4,0.987,2025-01-01T10:30:40
AAY002,33.955217,-118.319336,216.8,144.485,80.4,0.986,2025-01-01T10:30:50
AAY002,33.956173,-118.312358,223.8,144.485,80.4,0.985,2025-01-01T10:31:00
AAY002,33.957128,-118.305381,230.9,144.485,80.4,0.984,2025-01-01T10:31:10
AAY002,33.958084,-118.298404,238.0,144.485,80.4,0.983,2025-01-01T10:31:20
AAY002,33.95904,-118.291426,245.0,144.485,80.4,0.982,2025-01-01T10:31:30
AAY002,33.959996,-118.284449,252.1,144.485,80.4,0.981,2025-01-01T10:31:40
AAY002,33.960952,-118.277472,259.1,144.485,80.4,0.98,2025-01-01T10:31:50
AAY002,33.961907,-118.270494,266.2,144.485,80.4,0.979,2025-01-01T10:32:00
AAY002,33.962863,-118.263517,273.3,144.485,80.4,0.978,2025-01-01T10:32:10
AAY002,33.963819,-118.256539,280.3,144.485,80.4,0.977,2025-01-01T10:32:20
AAY002,33.964775,-118.249562,287.4,144.485,80.4,0.976,2025-01-01T10:32:30
AAY002,33.965731,-118.242585,294.4,144.485,80.4,0.975,2025-01-01T10:32:40
AAY002,33.966687,-118.235607,301.5,144.485,80.4,0.974,2025-01-01T10:32:50
AAY002,33.967642,-118.22863,308.6,144.485,80.4,0.973,2025-01-01T10:33:00
AAY002,33.968598,-118.221652,315.6,144.485,80.4,0.972,2025-01-01T10:33:10
AAY002,33.969554,-118.214675,322.7,144.485,80.4,0.971,2025-01-01T10:33:20
AAY002,33.97051,-118.207698,329.8,144.485,80.4,0.97,2025-01-01T10:33:30
AAY002,33.971466,-118.20072,336.8,144.485,80.4,0.969,2025-01-01T10:33:40
AAY002,33.972422,-118.193743,343.9,144.485,80.4,0.968,2025-01-01T10:33:50
AAY002,33.973377,-118.186765,350.9,144.485,80.4,0.967,2025-01-01T10:34:00
AAY002,33.974333,-118.179788,358.0,144.485,80.4,0.966,2025-01-01T10:34:10
AAY002,33.975289,-118.172811,365.1,144.485,80.4,0.965,2025-01-01T10:34:20
AAY002,33.976245,-118.165833,372.1,144.485,80.4,0.964,2025-01-01T10:34:30
AAY002,33.977201,-118.158856,379.2,144.485,80.4,0.963,2025-01-01T10:34:40
AAY002,33.978156,-118.151878,386.2,144.485,80.4,0.962,2025-01-01T10:34:50
AAY002,33.979112,-118.144901,393.3,144.485,80.4,0.961,2025-01-01T10:35:00
AAY002,33.980068,-118.137924,400.4,144.485,80.4,0.96,2025-01-01T10:35:10
AAY002,33.981024,-118.130946,407.4,144.485,80.4,0.959,2025-01-01T10:35:20
AAY002,33.98198,-118.123969,414.5,144.485,80.4,0.958,2025-01-01T10:35:30
AAY002,33.982936,-118.116991,421.5,144.485,80.4,0.957,2025-01-01T10:35:40
AAY002,33.983891,-118.110014,428.6,144.485,80.4,0.956,2025-01-01T10:35:50
AAY002,33.984847,-118.103037,435.7,144.485,80.4,0.955,2025-01-01T10:36:00
AAY002,33.985803,-118.096059,442.7,144.485,80.4,0.954,2025-01-01T10:36:10
AAY002,33.986759,-118.089082,449.8,144.485,80.4,0.953,2025-01-01T10:36:20
AAY002,33.987715,-118.082104,456.8,144.485,80.4,0.952,2025-01-01T10:36:30
AAY002,33.98867,-118.075127,463.9,144.485,80.4,0.951,2025-01-01T10:36:40
AAY002,33.989626,-118.06815,471.0,144.485,80.4,0.95,2025-01-01T10:36:50
AAY002,33.990582,-118.061172,478.0,144.485,80.4,0.949,2025-01-01T10:37:00
AAY002,33.991538,-118.054195,485.1,144.485,80.4,0.948,2025-01-01T10:37:10
AAY002,33.992494,-118.047217,492.1,144.485,80.4,0.947,2025-01-01T10:37:20
AAY002,33.99345,-118.04024,499.2,144.485,80.4,0.946,2025-01-01T10:37:30
AAY002,33.994405,-118.033263,506.3,144.485,80.4,0.945,2025-01-01T10:37:40
AAY002,33.995361,-118.026285,513.3,144.485,80.4,0.944,2025-01-01T10:37:50
AAY002,33.996317,-118.019308,520.4,144.485,80.4,0.943,2025-01-01T10:38:00
AAY002,33.997273,-118.012331,527.4,144.485,80.4,0.942,2025-01-01T10:38:10
AAY002,33.998229,-118.005353,534.5,144.485,80.4,0.941,2025-01-01T10:38:20
AAY002,33.999185,-117.998376,541.6,144.485,80.4,0.94,2025-01-01T10:38:30
AAY002,34.00014,-117.991398,548.6,144.485,80.4,0.939,2025-01-01T10:38:40
